Unnamed: 0,title,r_bubbles,r_number,cook_type,expensive
3210, Sui Generis,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Internazionale",1
3211, Joy Grill,"Punteggio 3,5 su 5",113 recensioni,"Libanese, Mediterranea",1
3212, El Beverin,"Punteggio 3,5 su 5",553 recensioni,"Italiana, Mediterranea",2.5
3213, Frizzi & Lazzi Bar,"Punteggio 3,5 su 5",94 recensioni,Bar,1
3214, Osteria Serafina,"Punteggio 5,0 su 5",47 recensioni,Italiana,€€€€
3215, Fresh City Panini Di Mare,"Punteggio 4,5 su 5",13 recensioni,"Pesce, Italiana",2.5
3216, Il Priscio - Colonne - Panzerotteria con salumi,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Pizza",1
3217, Butterfly Lounge Bar,"Punteggio 5,0 su 5",14 recensioni,Italiana,1
3218, Toaqui Churrascaria,"Punteggio 4,5 su 5",9 recensioni,?,?
3219, Ristorante Coreano Sun Renshun,"Punteggio 4,0 su 5",14 recensioni,?,1
3220, The Meatball Family,"Punteggio 3,5 su 5",53 recensioni,"Italiana, Caffè",1
3221, La Collina Dei Ciliegi,"Punteggio 4,0 su 5",53 recensioni,"Italiana, Pizza",1
3222, Quartieri Spagnoli Milano,"Punteggio 4,5 su 5",12 recensioni,?,?
3223, Kardmum Junction,"Punteggio 4,0 su 5",20 recensioni,"Indiana, Pizza",2.5
3224, Focacce Italiane,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Fast food",2.5
3225, Le Castellet,"Punteggio 3,5 su 5",125 recensioni,"Italiana, Pizza",2.5
3226, IL MORO 2,"Punteggio 3,5 su 5",74 recensioni,"Italiana, Pizza",1
3227, Gran Cru,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Wine Bar",2.5
3228, La Rocchetta Cafè Bistrot,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Caffè",1
3229, Al Meucci,"Punteggio 3,5 su 5",69 recensioni,Italiana,2.5
3230, Tairyo,"Punteggio 3,5 su 5",296 recensioni,"Cinese, Giapponese",2.5
3232, Kebab Amir,"Punteggio 4,5 su 5",21 recensioni,"Pizza, Mediorientale",1
3233, Madegra,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Mediterranea",1
3234, Tricco,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Pizza",1
3235, Cascina Nascosta,"Punteggio 3,5 su 5",66 recensioni,"Caffè, Italiana",2.5
3236, Same Restaurant,"Punteggio 4,0 su 5",107 recensioni,"Italiana, Pizza",2.5
3238, Buono Ravioli,"Punteggio 5,0 su 5",9 recensioni,?,?
3239, Moba Milano,"Punteggio 4,0 su 5",26 recensioni,"Italiana, Americana",?
3240, Ristorante Le Muse Milano,"Punteggio 4,0 su 5",21 recensioni,Italiana,2.5
3241, Arcano,"Punteggio 3,5 su 5",161 recensioni,"Contemporanea, Ristoranti con bar",€€€€
3242, Inada Ramen,"Punteggio 5,0 su 5",7 recensioni,"Giapponese, Fusion giapponese",?
3243, Emporio Armani Ristorante Milan,"Punteggio 5,0 su 5",8 recensioni,?,?
3244, Osteria Il Piccolo Porto,"Punteggio 4,0 su 5",43 recensioni,"Italiana, Pesce",2.5
3245, Napoli Cafè - BistrO' amburgHeria,"Punteggio 3,5 su 5",59 recensioni,"Italiana, Mediterranea",2.5
3246, Pasta & Mi,"Punteggio 4,5 su 5",16 recensioni,"Italiana, Contemporanea",1
3247, Carmen 2,"Punteggio 3,5 su 5",108 recensioni,"Italiana, Pizza",1
3248, Maya,"Punteggio 3,5 su 5",1.179 recensioni,"Italiana, Ristoranti con bar",1
3249, Balada Sushi,"Punteggio 4,0 su 5",28 recensioni,"Giapponese, Brasiliana",2.5
3250, Denis Milano Moscova,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Pizza",?
3251, Turne night bar,"Punteggio 3,5 su 5",91 recensioni,Internazionale,1
3252, Quality Beef,"Punteggio 4,0 su 5",102 recensioni,Italiana,2.5
3253, Osteria del Pesce Azzurro,"Punteggio 4,0 su 5",59 recensioni,"Italiana, Pesce",1
3254, La piada artigianale di Lussy,"Punteggio 4,5 su 5",14 recensioni,Italiana,1
3255, Cream Lounge Milano,"Punteggio 3,5 su 5",350 recensioni,"Italiana, Bar",2.5
3256, Matricola Pub,"Punteggio 3,5 su 5",241 recensioni,"Italiana, Bar",1
3257, Le Delizie,"Punteggio 4,0 su 5",28 recensioni,"Cinese, Giapponese",2.5
3258, Trattoria Il Marinaio,"Punteggio 3,5 su 5",55 recensioni,"Pesce, Italiana",2.5
3259, Conterosso 27,"Punteggio 3,5 su 5",115 recensioni,"Italiana, Pizza",1
3260, Tin Whistle Irish Pub,"Punteggio 4,0 su 5",22 recensioni,?,2.5
3261, Infinity Pizza,"Punteggio 3,5 su 5",96 recensioni,"Italiana, Pizza",1
3262, Antica Osteria di Via Gluck,"Punteggio 3,5 su 5",1.223 recensioni,"Italiana, Pesce",2.5
3264, Vino al Vino,"Punteggio 3,5 su 5",237 recensioni,"Italiana, Europea",2.5
3265, Souper Natural,"Punteggio 4,0 su 5",35 recensioni,"Zuppe, Italiana",1
3266, Dada Cafe,"Punteggio 4,0 su 5",50 recensioni,Italiana,2.5
3267, Nuovo Mitsui 1 Via San gregorio,"Punteggio 3,5 su 5",158 recensioni,"Cinese, Giapponese",1
3268, Escobrillo,"Punteggio 4,0 su 5",57 recensioni,"Italiana, Gastronomia",2.5
3270, La Stuzzicheria Bar Caffetteria,"Punteggio 5,0 su 5",10 recensioni,Italiana,?
3271, Sandrino,"Punteggio 4,0 su 5",35 recensioni,?,1
3272, Steak It Easy,"Punteggio 5,0 su 5",7 recensioni,"Italiana, Americana",?
3273, Tea and Rolls Sushi,"Punteggio 4,0 su 5",50 recensioni,"Giapponese, Sushi",2.5
3274, Fiuri Milano Flowers and Coffee,"Punteggio 5,0 su 5",9 recensioni,Caffè,1
3275, Sanya Ayce,"Punteggio 3,5 su 5",152 recensioni,"Cinese, Giapponese",1
3276, Al Confine,"Punteggio 3,5 su 5",64 recensioni,"Italiana, Bar",1
3277, Caffetteria della Darsena,"Punteggio 4,5 su 5",15 recensioni,Caffè,1
3278, Atelier Du Pain Paris,"Punteggio 4,0 su 5",37 recensioni,?,2.5
3279, Piadineria La Caveja,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Cibo di strada",1
3280, Grannus,"Punteggio 4,0 su 5",13 recensioni,"Pizza, Fusion",2.5
3281, Riccone Ristorante Pizzeria,"Punteggio 3,5 su 5",71 recensioni,"Italiana, Cinese",1
3282, Trattoria Siciliana Gattopardo,"Punteggio 3,5 su 5",490 recensioni,"Italiana, Pesce",2.5
3283, Nea Pizza,"Punteggio 4,5 su 5",12 recensioni,Napoletana,1
3284, Lele Ristorante,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Pizza",?
3285, Bixio XI caffè,"Punteggio 4,5 su 5",19 recensioni,"Italiana, Caffè",2.5
3286, Trattoria Da Angela & Valentina,"Punteggio 4,0 su 5",21 recensioni,Italiana,1
3287, Bacaro Montenapoleone,"Punteggio 4,0 su 5",18 recensioni,?,2.5
3288, Mozzarella e Pomodoro,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Pizza",1
3289, Hayama Sushi,"Punteggio 4,0 su 5",48 recensioni,"Giapponese, Sushi",2.5
3290, Rossopomodoro,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Napoletana",2.5
3291, Akwaba,"Punteggio 4,5 su 5",25 recensioni,"Italiana, Africana",1
3292, Teca Bistrot,"Punteggio 4,0 su 5",27 recensioni,"Italiana, Mediterranea",2.5
3293, Boba,"Punteggio 4,0 su 5",24 recensioni,"Italiana, Asiatica",1
3294, Osteria Pizzeria 82,"Punteggio 4,5 su 5",9 recensioni,?,?
3296, Hug Milano,"Punteggio 4,0 su 5",47 recensioni,Italiana,2.5
3297, Do Eat,"Punteggio 4,0 su 5",13 recensioni,"Cinese, Sushi",2.5
3298, Sushibar,"Punteggio 4,0 su 5",83 recensioni,"Giapponese, Sushi",2.5
3299, Rosticceria Cinese Fiume D'argento,"Punteggio 4,0 su 5",24 recensioni,"Cinese, Asiatica",1
3300, FUNKY! art cocktails & deep spirits,"Punteggio 4,5 su 5",12 recensioni,Italiana,2.5
3302, Sergio ed Efisio Chiosco Bar,"Punteggio 4,0 su 5",67 recensioni,?,1
3303, Den Asian Fusion,"Punteggio 4,0 su 5",32 recensioni,"Cinese, Pesce",2.5
3304, Ta' Bueno,"Punteggio 4,0 su 5",29 recensioni,"Peruviana, Sudamericana",1
3305, Onest,"Punteggio 3,5 su 5",59 recensioni,Italiana,2.5
3306, Fonderie Milanesi,"Punteggio 3,5 su 5",1.230 recensioni,"Italiana, Bar",2.5
3307, Caffetteria Leonardo,"Punteggio 4,0 su 5",26 recensioni,"Italiana, Caffè",2.5
3308, A Casa di Rucci,"Punteggio 4,5 su 5",17 recensioni,"Italiana (sud), Italiana",1
3309, Roses Pizza and More,"Punteggio 4,0 su 5",25 recensioni,"Italiana, Pizza",2.5
3310, Princi,"Punteggio 3,5 su 5",1.330 recensioni,"Italiana, Caffè",2.5
3311, Cantun Bakery & Bistrot,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Bar",2.5
3312, Madre | Nunca Màs sin ti,"Punteggio 4,0 su 5",21 recensioni,"Messicana, Mediterranea",1
3313, La Corte della Risaia,"Punteggio 3,5 su 5",152 recensioni,"Italiana, Lombarda",2.5
3314, MiBiò bistrot,"Punteggio 4,0 su 5",17 recensioni,"Italiana, Mediterranea",2.5
3315, Chez Panin,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Gastronomia",2.5
3316, Rifugio Urbano,"Punteggio 5,0 su 5",8 recensioni,"Barbecue, Italiana",2.5
3317, La Fontanella,"Punteggio 3,5 su 5",224 recensioni,"Bar, Europea",2.5
3318, Dal Milanese,"Punteggio 3,5 su 5",72 recensioni,"Italiana, Mediterranea",2.5
3319, Lo Sfizio in Galleria,"Punteggio 4,5 su 5",13 recensioni,Italiana,1
3320, Renzini Norcinarte,"Punteggio 3,5 su 5",207 recensioni,Italiana,2.5
3321, Yamakawa,"Punteggio 3,5 su 5",91 recensioni,"Cinese, Giapponese",1
3322, L'aragosta innamorata,"Punteggio 4,0 su 5",60 recensioni,"Italiana, Pizza",1
3323, Eutopia,"Punteggio 4,0 su 5",14 recensioni,"Italiana, Gastronomia",?
3324, Becho,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Mediterranea",2.5
3325, Farinami Bicocca,"Punteggio 3,5 su 5",268 recensioni,"Italiana, Bar",2.5
3326, La Bodeguita del Medio,"Punteggio 3,5 su 5",298 recensioni,"Latino americana, Cubana",2.5
3328, The Cambridge Pub,"Punteggio 4,0 su 5",56 recensioni,"Pub, Italiana",1
3329, Il Grano D'Oro Milano,"Punteggio 4,0 su 5",32 recensioni,"Pizza, Italiana",1
3330, Il Piccolo Bistrò,"Punteggio 3,5 su 5",59 recensioni,Italiana,2.5
3331, Mito Italia,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Wine Bar",2.5
3332, Ristorante Cracco,"Punteggio 3,5 su 5",1.605 recensioni,"Italiana, Mediterranea",€€€€
3334, Ponte Milvio Gastronomia,"Punteggio 5,0 su 5",7 recensioni,"Italiana, Romana",?
3335, Chic&Go Piazza Virgilio,"Punteggio 4,0 su 5",42 recensioni,Italiana,1
3336, Atelier Cafe,"Punteggio 4,0 su 5",34 recensioni,"Italiana, Bar",1
3337, Carico,"Punteggio 4,0 su 5",24 recensioni,Internazionale,2.5
3338, Scott Joplin Pub,"Punteggio 3,5 su 5",82 recensioni,"Bar, Pub",2.5
3339, Mai dire bar al 32,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Caffè",2.5
3340, Taverna Gasparotto,"Punteggio 3,5 su 5",87 recensioni,"Italiana, Mediterranea",2.5
3341, Lo Stacco Milano,"Punteggio 3,5 su 5",257 recensioni,"Italiana, Europea",2.5
3342, Trattoria Davis,"Punteggio 4,0 su 5",60 recensioni,Italiana,2.5
3343, Pizzeria Gioia,"Punteggio 4,0 su 5",22 recensioni,"Italiana, Pizza",1
3344, Sushi Boutique,"Punteggio 3,5 su 5",61 recensioni,"Giapponese, Pesce",1
3345, Istanbul Kebap,"Punteggio 4,0 su 5",26 recensioni,"Turca, Italiana",1
3346, Nelson cafe,"Punteggio 4,5 su 5",25 recensioni,"Bar, Pub",1
3347, The Meatball Family Citylife,"Punteggio 3,5 su 5",94 recensioni,Italiana,1
3348, Rosticceria Fontana,"Punteggio 4,5 su 5",19 recensioni,Italiana,1
3349, Pizza al Trancio,"Punteggio 4,0 su 5",51 recensioni,Pizza,1
3350, Criollo,"Punteggio 4,0 su 5",34 recensioni,"Peruviana, Sudamericana",1
3351, J.blend,"Punteggio 4,5 su 5",19 recensioni,"Italiana, Steakhouse",2.5
3352, Le 5 Delizie della Sicilia,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Siciliana",1
3353, D'ire Mini Bakery & Bistrot,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Francese",?
3354, Hamerica’s,"Punteggio 3,5 su 5",46 recensioni,Americana,2.5
3355, Red and White Bar,"Punteggio 3,5 su 5",60 recensioni,"Italiana, Pizza",1
3356, Le Petit Senegal,"Punteggio 4,0 su 5",30 recensioni,Africana,1
3357, Cafe' Marulli,"Punteggio 4,5 su 5",24 recensioni,Italiana,1
3358, Wok of Milan,"Punteggio 3,5 su 5",300 recensioni,"Cinese, Giapponese",1
3360, Shannara 3,"Punteggio 5,0 su 5",8 recensioni,Pesce,€€€€
3361, Piccolo Mare 1,"Punteggio 3,5 su 5",72 recensioni,"Italiana, Pesce",2.5
3362, Il Vizio,"Punteggio 4,5 su 5",8 recensioni,"Italiana, Mediterranea",€€€€
3363, Brioche & Pinsa,"Punteggio 4,5 su 5",10 recensioni,"Pizza, Italiana",?
3364, Centro Botanico,"Punteggio 4,0 su 5",64 recensioni,?,2.5
3366, Ristorante cucina giapponese Satokina,"Punteggio 3,5 su 5",75 recensioni,"Giapponese, Sushi",2.5
3367, Kaprikorn,"Punteggio 3,5 su 5",154 recensioni,"Italiana, Bar",1
3368, IYI Fusion Experience,"Punteggio 4,5 su 5",10 recensioni,?,?
3369, Chez Nous 29,"Punteggio 4,0 su 5",29 recensioni,?,1
3370, Lounge 42 Bar Caffe,"Punteggio 4,5 su 5",21 recensioni,Italiana,1
3371, Macelleria Maggio di Biassoni Francesco,"Punteggio 4,5 su 5",19 recensioni,Italiana,2.5
3372, Bischeri Milano,"Punteggio 3,5 su 5",73 recensioni,"Italiana, Toscana",?
3373, Putea,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Italiana (sud)",2.5
3374, Babila's Bistrot & Bar,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Internazionale",2.5
3375, El Porteno Prohibido,"Punteggio 3,5 su 5",73 recensioni,"Barbecue, Argentina",€€€€
3376, Dino Cafè,"Punteggio 4,0 su 5",72 recensioni,"Italiana, Bar",2.5
3377, Il Verziere,"Punteggio 4,0 su 5",31 recensioni,"Italiana, Internazionale",2.5
3378, Panificio Caffetteria Da Angela,"Punteggio 5,0 su 5",13 recensioni,"Pizza, Caffè",?
3379, Ristorante al Veliero,"Punteggio 4,5 su 5",12 recensioni,"Italiana, Pesce",2.5
3380, Pesa Pubblica,"Punteggio 3,5 su 5",152 recensioni,"Italiana, Bar",2.5
3381, Lievità Sempione - Pizzeria Gourmet,"Punteggio 4,0 su 5",37 recensioni,"Pizza, Italiana",2.5
3382, Bar le Duesse,"Punteggio 5,0 su 5",9 recensioni,"Bar, Caffè",?
3383, Maga Furla,"Punteggio 3,5 su 5",119 recensioni,"Italiana, Bar",1
3384, Mevlana Doner Kebab,"Punteggio 4,0 su 5",35 recensioni,"Pizza, Turca",1
3385, I Love Poke Filzi,"Punteggio 3,5 su 5",42 recensioni,"Hawaiana, Salutistica",2.5
3386, Oishii,"Punteggio 3,5 su 5",276 recensioni,"Cinese, Giapponese",2.5
3387, Pane bianco cafe,"Punteggio 4,0 su 5",48 recensioni,"Italiana, Bar",1
3388, Cocciuto,"Punteggio 3,5 su 5",183 recensioni,"Italiana, Pizza",1
3389, Temakinho Milan Duomo,"Punteggio 3,5 su 5",419 recensioni,"Giapponese, Brasiliana",2.5
3390, Al Noor 2 Rosticceria Indiana,"Punteggio 4,0 su 5",44 recensioni,Indiana,1
3392, Il Bistrot Tennis Club Lombardo,"Punteggio 4,0 su 5",46 recensioni,"Italiana, Mediterranea",2.5
3393, TEN Milano Viale Monte Grappa,"Punteggio 4,0 su 5",39 recensioni,"Italiana, Pizza",€€€€
3394, Ristorante Pizzeria Lepontina,"Punteggio 3,5 su 5",90 recensioni,"Italiana, Pizza",1
3395, Isola Verde Di Mimmo e Anna,"Punteggio 4,0 su 5",33 recensioni,Fast food,2.5
3396, Magna Pizza - Pizza Alla Pala Romana,"Punteggio 5,0 su 5",8 recensioni,Italiana,2.5
3398, Il Gattopardo Cafè,"Punteggio 3,5 su 5",278 recensioni,"Italiana, Bar",2.5
3399, Antica Trattoria Lampugnano,"Punteggio 3,5 su 5",344 recensioni,"Italiana, Lombarda",2.5
3400, Decanter Ramada,"Punteggio 3,5 su 5",186 recensioni,"Italiana, Internazionale",2.5
3401, Soliman Samir,"Punteggio 4,0 su 5",49 recensioni,"Italiana, Pizza",1
3402, 10 Corso Como Cafe,"Punteggio 3,0 su 5",1.126 recensioni,"Italiana, Caffè",2.5
3403, Euro Doner Kebap,"Punteggio 4,0 su 5",28 recensioni,"Fast food, Turca",1
3404, Baretto 1957 Milano,"Punteggio 4,0 su 5",19 recensioni,Caffè,1
3405, The Botanical Club,"Punteggio 3,5 su 5",455 recensioni,"Italiana, Bar",2.5
3406, Ristorante pizzeria Meat 'A Pizza,"Punteggio 3,5 su 5",404 recensioni,Italiana,2.5
3407, Il Cairoli Bar & Restaurant by “UNA cucina”,"Punteggio 4,5 su 5",12 recensioni,"Italiana, Internazionale",2.5
3408, Bar Direzionale,"Punteggio 4,0 su 5",26 recensioni,Italiana,1
3409, 10_11,"Punteggio 4,0 su 5",10 recensioni,Italiana,€€€€
3410, La Piadineria,"Punteggio 3,5 su 5",69 recensioni,Italiana,1
3411, Nuovo Mitsui 3,"Punteggio 3,5 su 5",188 recensioni,"Cinese, Giapponese",2.5
3412, Trattoria Toscana,"Punteggio 3,5 su 5",135 recensioni,"Italiana, Pesce",2.5
3413, Why Not Cafe,"Punteggio 4,5 su 5",14 recensioni,Italiana,1
3414, Sugar Cocktail Therapy,"Punteggio 4,0 su 5",75 recensioni,?,1
3415, Chifa,"Punteggio 4,5 su 5",10 recensioni,Cinese,?
3416, Lost in Town,"Punteggio 4,0 su 5",60 recensioni,Italiana,2.5
3417, Gu-mi,"Punteggio 4,5 su 5",12 recensioni,"Pesce, Fusion",1
3418," La Friggitoria dello Zio Enzino ""Golfo di Mondello""","Punteggio 4,5 su 5",16 recensioni,"Italiana, Mediterranea",1
3419, Lievità Moscova - Pizzeria Gourmet,"Punteggio 3,5 su 5",163 recensioni,"Italiana, Pizza",2.5
3420, Al Ventisette,"Punteggio 3,5 su 5",51 recensioni,"Italiana, Pesce",2.5
3421, Mianmianjudao,"Punteggio 4,5 su 5",7 recensioni,Cinese,?
3422," Lob's Milano - Better, Burger, Lobster","Punteggio 4,0 su 5",25 recensioni,"Americana, Pesce",?
3424, La Pagnotta,"Punteggio 4,0 su 5",36 recensioni,Italiana,1
3425, el cicinin,"Punteggio 3,5 su 5",115 recensioni,Italiana,2.5
3426, Restaurant One,"Punteggio 3,5 su 5",357 recensioni,"Giapponese, Pesce",2.5
3427, Al Bicocca - Milano,"Punteggio 4,0 su 5",32 recensioni,Italiana,1
3428, La Barraca,"Punteggio 4,5 su 5",15 recensioni,Spagnola,2.5
3430, Al Bistrò Milano,"Punteggio 4,0 su 5",34 recensioni,"Italiana, Pizza",1
3431, Brasserie Ramada,"Punteggio 3,5 su 5",94 recensioni,"Italiana, Internazionale",2.5
3432, Acai Sisters,"Punteggio 4,0 su 5",26 recensioni,"Internazionale, Italiana",1
3433, La Susina Frutta e Verdura da Bere,"Punteggio 4,0 su 5",53 recensioni,"Italiana, Salutistica",1
3434, Il Ballo Dei Sapori,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Pizza",1
3435, Emiliana Tortellini,"Punteggio 4,0 su 5",52 recensioni,Italiana,1
3436, Bottiglieria Bulloni,"Punteggio 3,5 su 5",90 recensioni,Italiana,2.5
3437, La Casa Iberica,"Punteggio 3,5 su 5",92 recensioni,"Mediterranea, Europea",2.5
3438, Best Cafe,"Punteggio 4,0 su 5",26 recensioni,"Italiana, Caffè",1
3439, Rock n' Roll,"Punteggio 3,5 su 5",67 recensioni,Bar,1
3440, Vik Pellico Otto,"Punteggio 5,0 su 5",6 recensioni,"Italiana, Mediterranea",€€€€
3441, Caffe Sawa,"Punteggio 4,0 su 5",35 recensioni,Italiana,1
3442, Il Piccolo Garden,"Punteggio 3,5 su 5",55 recensioni,"Italiana, Pizza",1
3443, B87 Bistrot,"Punteggio 5,0 su 5",6 recensioni,"Italiana, Italiana (nord)",?
3444, Tannico wine bar,"Punteggio 3,5 su 5",45 recensioni,"Italiana, Wine Bar",2.5
3445, VETRA,"Punteggio 4,5 su 5",15 recensioni,Italiana,1
3446, Batey Cevicheria Urbana,"Punteggio 4,5 su 5",7 recensioni,"Peruviana, Pesce",?
3447, Ristorante Yujingyuan,"Punteggio 4,0 su 5",42 recensioni,"Cinese, Giapponese",1
3448, BGood,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Bar",2.5
3449, Refeel Coffee & More,"Punteggio 3,5 su 5",431 recensioni,"Italiana, Bar",2.5
3450, Est - Enosteria Sociale Con Terrazza,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Mediterranea",?
3451, Quore Italiano,"Punteggio 3,5 su 5",153 recensioni,"Italiana, Mediterranea",2.5
3452, 39 Zerodue Milano Restaurant Bistrot,"Punteggio 3,5 su 5",246 recensioni,"Italiana, Bar",2.5
3453, Los Locos Chiosco-Bar,"Punteggio 4,0 su 5",46 recensioni,"Italiana, Bar",1
3454, B Restaurant,"Punteggio 3,5 su 5",256 recensioni,"Italiana, Europea",2.5
3456, IL MALTO E L'UVA,"Punteggio 4,0 su 5",28 recensioni,"Italiana, Wine Bar",2.5
3457, Trattoria Pinocchio,"Punteggio 3,5 su 5",59 recensioni,"Italiana, Mediterranea",1
3458, Bar Trattoria Prima di Tutto....,"Punteggio 4,5 su 5",11 recensioni,Italiana,?
3459, Colombo 1981,"Punteggio 4,0 su 5",42 recensioni,?,2.5
3460, Altrimenti Mixology Art,"Punteggio 4,5 su 5",7 recensioni,"Sushi, Wine Bar",?
3462, Nuvole Pizza e Fritti,"Punteggio 4,5 su 5",9 recensioni,"Italiana, Italiana (centro)",?
3463, La Salsamenteria Milano,"Punteggio 4,0 su 5",21 recensioni,"Italiana, Cibo di strada",1
3464, Rebelot,"Punteggio 4,5 su 5",20 recensioni,"Birreria, Pub",1
3465, La Bottega Della Piada,"Punteggio 4,0 su 5",15 recensioni,"Bar, Pub",1
3466, La bottega del caffe',"Punteggio 4,5 su 5",19 recensioni,"Caffè, Italiana",1
3467, Giovanni Galli,"Punteggio 4,0 su 5",74 recensioni,€€€€,?
3468, Caffe Piazza,"Punteggio 4,5 su 5",13 recensioni,Italiana,1
3469, Zanzarazan Cafe,"Punteggio 3,5 su 5",114 recensioni,"Bar, Caffè",2.5
3470, EAT Restaurant,"Punteggio 4,0 su 5",39 recensioni,"Italiana, Pesce",2.5
3471, Hekfanchai,"Punteggio 4,0 su 5",19 recensioni,"Cinese, Caffè",1
3472, Pizzeria Italiana Espressa,"Punteggio 3,5 su 5",47 recensioni,"Italiana, Pizza",2.5
3473, Gesto,"Punteggio 3,5 su 5",53 recensioni,"Italiana, Bar",2.5
3474, Pianeta Verde,"Punteggio 3,5 su 5",155 recensioni,"Italiana, Pizza",2.5
3475, Panini alla piastra da Gabry,"Punteggio 5,0 su 5",10 recensioni,"Italiana, Fast food",1
3476, Bar Gluck,"Punteggio 4,5 su 5",11 recensioni,?,?
3477, Tom-hiro Sushi Café,"Punteggio 5,0 su 5",8 recensioni,"Sushi, Pesce",€€€€
3478, Cik Fried Chicken,"Punteggio 4,0 su 5",30 recensioni,"Americana, Fast food",1
3479, Ristorante Fledge,"Punteggio 4,0 su 5",31 recensioni,"Giapponese, Asiatica",1
3480, Carrefour Market Cafe,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Bar",1
3481, La Quercia,"Punteggio 3,5 su 5",52 recensioni,"Italiana, Pizza",2.5
3482, Bello e Buono,"Punteggio 4,0 su 5",37 recensioni,Italiana,1
3483, Langosteria Cucina,"Punteggio 4,0 su 5",15 recensioni,"Pesce, Mediterranea",?
3484, Cascina Martesana Chiosco,"Punteggio 3,5 su 5",53 recensioni,?,1
3485, Tunas Milano,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Pesce",2.5
3486, Ristorante Yue,"Punteggio 4,0 su 5",18 recensioni,Italiana,2.5
3488, Volemose Bene | Milano Vespucci,"Punteggio 3,5 su 5",31 recensioni,?,?
3489, Crocetta Panini d' autore 1982 - Piazza Diaz,"Punteggio 3,5 su 5",211 recensioni,"Italiana, Caffè",2.5
3490, MOON Milano,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Mediterranea",2.5
3491, Pizzeria Naturale,"Punteggio 3,5 su 5",172 recensioni,"Italiana, Pizza",1
3492, Visconti Bruschetteria Bar,"Punteggio 3,5 su 5",38 recensioni,Italiana,1
3494, L'Altro Bar,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Bar",1
3495, La Marmora Restaurant & Coffee,"Punteggio 4,5 su 5",14 recensioni,"Italiana, Italiana (nord)",1
3496, La Brasserie de Milan Restaurant,"Punteggio 3,5 su 5",45 recensioni,"Italiana, Francese",2.5
3497, Four B,"Punteggio 4,0 su 5",31 recensioni,"Italiana, Pesce",€€€€
3498, Tico Tico Osteria,"Punteggio 4,5 su 5",10 recensioni,?,2.5
3499, Aki me Kedo,"Punteggio 3,5 su 5",69 recensioni,"Peruviana, Pesce",2.5
3500, Terrazza Aperol,"Punteggio 3,5 su 5",2.621 recensioni,Italiana,2.5
3501, Ristorante Pizzeria da Massimo,"Punteggio 3,5 su 5",92 recensioni,"Italiana, Pesce",1
3502, giard...in,"Punteggio 4,0 su 5",38 recensioni,"Italiana, Pub",1
3503, Bestia,"Punteggio 4,5 su 5",7 recensioni,Americana,?
3504, Around restaurant,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Contemporanea",2.5
3505, Tenoha Milano,"Punteggio 3,5 su 5",256 recensioni,"Giapponese, Caffè",2.5
3506, Caffè degli Artisti,"Punteggio 4,0 su 5",21 recensioni,Italiana,2.5
3507, DesinoLento Bistrò,"Punteggio 3,5 su 5",78 recensioni,"Italiana, Mediterranea",2.5
